split,filename,stem,pattern,sample_id,country,center_lon,center_lat,minx,maxx,miny,maxy,width,height,mode,crs,pixel_scale,tiepoint,datetime
train,172_Canada_-119.4158343_49.95174258.tiff,172_Canada_-119.4158343_49.95174258,id_country_lon_lat,172,Canada,-119.4158343,49.95174258,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13295309.866929933, 6439922.696534214, 0.0)",
train,1734_-10670087.438876225_-10666087.438876225_4327118.308509823_4331118.308509823.tiff,1734_-10670087.438876225_-10666087.438876225_4327118.308509823_4331118.308509823,id_minx_maxx_miny_maxy,1734,,,,-10670087.438876225,-10666087.438876225,4327118.308509823,4331118.308509823,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -10670087.438876225, 4331118.308509823, 0.0)",
train,1744_-13669027.84126011_-13665027.84126011_5216374.063303966_5220374.063303966.tiff,1744_-13669027.84126011_-13665027.84126011_5216374.063303966_5220374.063303966,id_minx_maxx_miny_maxy,1744,,,,-13669027.84126011,-13665027.84126011,5216374.063303966,5220374.063303966,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13669027.84126011, 5220374.063303966, 0.0)",
train,174_Canada_-79.19613867_43.05754073.tiff,174_Canada_-79.19613867_43.05754073,id_country_lon_lat,174,Canada,-79.19613867,43.05754073,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8818073.829537882, 5322734.237889292, 0.0)",
train,1754_-13487342.187166791_-13483342.187166791_5708322.207733617_5712322.207733617.tiff,1754_-13487342.187166791_-13483342.187166791_5708322.207733617_5712322.207733617,id_minx_maxx_miny_maxy,1754,,,,-13487342.187166791,-13483342.187166791,5708322.207733617,5712322.207733617,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13487342.187166791, 5712322.207733617, 0.0)",
train,1762_-8376286.992485278_-8372286.992485278_4961171.513402821_4965171.513402821.tiff,1762_-8376286.992485278_-8372286.992485278_4961171.513402821_4965171.513402821,id_minx_maxx_miny_maxy,1762,,,,-8376286.992485278,-8372286.992485278,4961171.513402821,4965171.513402821,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8376286.992485278, 4965171.513402821, 0.0)",
train,176_Canada_-119.2335637_50.68131215.tiff,176_Canada_-119.2335637_50.68131215,id_country_lon_lat,176,Canada,-119.2335637,50.68131215,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13275019.59655135, 6567113.963161278, 0.0)",
train,176_US_-13331251.1103931_-13327251.1103931_4374746.978244563_4378746.978244563.tiff,176_US_-13331251.1103931_-13327251.1103931_4374746.978244563_4378746.978244563,id_country_minx_maxx_miny_maxy,176,US,,,-13331251.1103931,-13327251.1103931,4374746.978244563,4378746.978244563,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13331251.1103931, 4378746.978244563, 0.0)",
train,177_US_-13430501.341980752_-13426501.341980752_4233228.993076903_4237228.993076903.tiff,177_US_-13430501.341980752_-13426501.341980752_4233228.993076903_4237228.993076903,id_country_minx_maxx_miny_maxy,177,US,,,-13430501.341980752,-13426501.341980752,4233228.993076903,4237228.993076903,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13430501.341980752, 4237228.993076903, 0.0)",
train,178_Canada_-64.0527498_45.12049747.tiff,178_Canada_-64.0527498_45.12049747,id_country_lon_lat,178,Canada,-64.0527498,45.12049747,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7132319.491644955, 5642511.336275082, 0.0)",
train,179_Canada_-110.3967714_54.57794602.tiff,179_Canada_-110.3967714_54.57794602,id_country_lon_lat,179,Canada,-110.3967714,54.57794602,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12291312.377469428, 7282381.172436655, 0.0)",
train,179_US_-13209680.2077096_-13205680.2077096_4084425.8757986478_4088425.8757986478.tiff,179_US_-13209680.2077096_-13205680.2077096_4084425.8757986478_4088425.8757986478,id_country_minx_maxx_miny_maxy,179,US,,,-13209680.2077096,-13205680.2077096,4084425.8757986478,4088425.8757986478,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13209680.2077096, 4088425.8757986478, 0.0)",
train,17_Algeria_5.263475766_32.0311755.tiff,17_Algeria_5.263475766_32.0311755,id_country_lon_lat,17,Algeria,5.263475766,32.0311755,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 583927.4420738555, 3769403.5920159477, 0.0)",
train,180_Canada_-93.45183028_48.63375851.tiff,180_Canada_-93.45183028_48.63375851,id_country_lon_lat,180,Canada,-93.45183028,48.63375851,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -10405010.160469024, 6214944.822352451, 0.0)",
train,180_US_-13325273.253738334_-13321273.253738334_4429164.6969807325_4433164.6969807325.tiff,180_US_-13325273.253738334_-13321273.253738334_4429164.6969807325_4433164.6969807325,id_country_minx_maxx_miny_maxy,180,US,,,-13325273.253738334,-13321273.253738334,4429164.6969807325,4433164.6969807325,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13325273.253738334, 4433164.6969807325, 0.0)",
train,1816_-8916275.578350121_-8912275.578350121_4982607.004593746_4986607.004593746.tiff,1816_-8916275.578350121_-8912275.578350121_4982607.004593746_4986607.004593746,id_minx_maxx_miny_maxy,1816,,,,-8916275.578350121,-8912275.578350121,4982607.004593746,4986607.004593746,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8916275.578350121, 4986607.004593746, 0.0)",
train,181_Canada_-124.8560697_49.25507681.tiff,181_Canada_-124.8560697_49.25507681,id_country_lon_lat,181,Canada,-124.8560697,49.25507681,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13900914.101453474, 6320253.944849114, 0.0)",
train,182_Canada_-117.0395755_54.79813658.tiff,182_Canada_-117.0395755_54.79813658,id_country_lon_lat,182,Canada,-117.0395755,54.79813658,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13030785.947320897, 7324786.692815996, 0.0)",
train,1837_-7327751.676967299_-7323751.676967299_2050995.3405088123_2054995.3405088123.tiff,1837_-7327751.676967299_-7323751.676967299_2050995.3405088123_2054995.3405088123,id_minx_maxx_miny_maxy,1837,,,,-7327751.676967299,-7323751.676967299,2050995.3405088123,2054995.3405088123,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7327751.676967299, 2054995.3405088123, 0.0)",
train,183_Canada_-89.49122316_48.35039977.tiff,183_Canada_-89.49122316_48.35039977,id_country_lon_lat,183,Canada,-89.49122316,48.35039977,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9964117.392638411, 6167348.108164514, 0.0)",
train,184_US_-13419560.862427114_-13415560.862427114_4252349.222885676_4256349.222885676.tiff,184_US_-13419560.862427114_-13415560.862427114_4252349.222885676_4256349.222885676,id_country_minx_maxx_miny_maxy,184,US,,,-13419560.862427114,-13415560.862427114,4252349.222885676,4256349.222885676,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13419560.862427114, 4256349.222885676, 0.0)",
train,185_Canada_-113.3602758_53.59602337.tiff,185_Canada_-113.3602758_53.59602337,id_country_lon_lat,185,Canada,-113.3602758,53.59602337,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12621208.178241052, 7096016.182353536, 0.0)",
train,189_Canada_-73.91028238_45.77272191.tiff,189_Canada_-73.91028238_45.77272191,id_country_lon_lat,189,Canada,-73.91028238,45.77272191,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8229654.9989286605, 5746002.251850997, 0.0)",
train,189_US_-13563385.644512_-13559385.644512_4425126.265343369_4429126.265343369.tiff,189_US_-13563385.644512_-13559385.644512_4425126.265343369_4429126.265343369,id_country_minx_maxx_miny_maxy,189,US,,,-13563385.644512,-13559385.644512,4425126.265343369,4429126.265343369,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13563385.644512, 4429126.265343369, 0.0)",
train,18_Algeria_3.650936393_36.55511299.tiff,18_Algeria_3.650936393_36.55511299,id_country_lon_lat,18,Algeria,3.650936393,36.55511299,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 404420.3801873909, 4379275.371627795, 0.0)",
train,191_Canada_-122.4661984_52.9965739.tiff,191_Canada_-122.4661984_52.9965739,id_country_lon_lat,191,Canada,-122.4661984,52.9965739,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13634874.845276013, 6984364.209761958, 0.0)",
train,192_Canada_-113.9457684_51.0192891.tiff,192_Canada_-113.9457684_51.0192891,id_country_lon_lat,192,Canada,-113.9457684,51.0192891,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12686384.916336283, 6626706.45071218, 0.0)",
train,192_US_-13642422.482964221_-13638422.482964221_4660371.039859787_4664371.039859787.tiff,192_US_-13642422.482964221_-13638422.482964221_4660371.039859787_4664371.039859787,id_country_minx_maxx_miny_maxy,192,US,,,-13642422.482964221,-13638422.482964221,4660371.039859787,4664371.039859787,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13642422.482964221, 4664371.039859787, 0.0)",
train,193_Canada_-119.3037735_50.22104849.tiff,193_Canada_-119.3037735_50.22104849,id_country_lon_lat,193,Canada,-119.3037735,50.22104849,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13282835.315736046, 6486645.917826682, 0.0)",
train,194_Canada_-117.1913263_58.51990518.tiff,194_Canada_-117.1913263_58.51990518,id_country_lon_lat,194,Canada,-117.1913263,58.51990518,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13047678.769104369, 8079335.657832077, 0.0)",
train,195_Canada_-64.13675772_45.71861268.tiff,195_Canada_-64.13675772_45.71861268,id_country_lon_lat,195,Canada,-64.13675772,45.71861268,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7141671.210521958, 5737370.799498831, 0.0)",
train,196_Canada_-139.3039776_64.02992539.tiff,196_Canada_-139.3039776_64.02992539,id_country_lon_lat,196,Canada,-139.3039776,64.02992539,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -15509247.851909587, 9359367.467167089, 0.0)",
train,197_Canada_-123.7261077_49.48437667.tiff,197_Canada_-123.7261077_49.48437667,id_country_lon_lat,197,Canada,-123.7261077,49.48437667,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13775127.306997724, 6359453.23100378, 0.0)",
train,198_Canada_-104.5450592_50.49727708.tiff,198_Canada_-104.5450592_50.49727708,id_country_lon_lat,198,Canada,-104.5450592,50.49727708,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -11639902.75509664, 6534845.0457354225, 0.0)",
train,199_US_-13064074.313772263_-13060074.313772263_4032921.2622611825_4036921.2622611825.tiff,199_US_-13064074.313772263_-13060074.313772263_4032921.2622611825_4036921.2622611825,id_country_minx_maxx_miny_maxy,199,US,,,-13064074.313772263,-13060074.313772263,4032921.2622611825,4036921.2622611825,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13064074.313772263, 4036921.2622611825, 0.0)",
train,19_US_-9575584.743392397_-9571584.743392397_3696776.194236781_3700776.194236781.tiff,19_US_-9575584.743392397_-9571584.743392397_3696776.194236781_3700776.194236781,id_country_minx_maxx_miny_maxy,19,US,,,-9575584.743392397,-9571584.743392397,3696776.194236781,3700776.194236781,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9575584.743392397, 3700776.194236781, 0.0)",
train,1_Germany_8.951562409_48.98282091.tiff,1_Germany_8.951562409_48.98282091,id_country_lon_lat,1,Germany,8.951562409,48.98282091,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 994483.3691740893, 6273946.964409361, 0.0)",
train,202_Guernsey_-2.541694115_49.50635198.tiff,202_Guernsey_-2.541694115_49.50635198,id_country_lon_lat,202,Guernsey,-2.541694115,49.50635198,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -284940.0946340601, 6363219.5810195105, 0.0)",
train,204_Chile_-70.04701643_-20.20458896.tiff,204_Chile_-70.04701643_-20.20458896,id_country_lon_lat,204,Chile,-70.04701643,-20.20458896,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7799598.200575667, -2295283.112455364, 0.0)",
train,204_US_-13540132.116083432_-13536132.116083432_4408515.21586752_4412515.21586752.tiff,204_US_-13540132.116083432_-13536132.116083432_4408515.21586752_4412515.21586752,id_country_minx_maxx_miny_maxy,204,US,,,-13540132.116083432,-13536132.116083432,4408515.21586752,4412515.21586752,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13540132.116083432, 4412515.21586752, 0.0)",
train,205_Chile_-71.6359332_-33.08828753.tiff,205_Chile_-71.6359332_-33.08828753,id_country_lon_lat,205,Chile,-71.6359332,-33.08828753,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7976475.60632496, -3905028.52823048, 0.0)",
train,206_Chile_-70.79867389_-32.95562621.tiff,206_Chile_-70.79867389_-32.95562621,id_country_lon_lat,206,Chile,-70.79867389,-32.95562621,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7883272.326273833, -3887415.5650010076, 0.0)",
train,206_US_-13815449.707064847_-13811449.707064847_4975251.345234151_4979251.345234151.tiff,206_US_-13815449.707064847_-13811449.707064847_4975251.345234151_4979251.345234151,id_country_minx_maxx_miny_maxy,206,US,,,-13815449.707064847,-13811449.707064847,4975251.345234151,4979251.345234151,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13815449.707064847, 4979251.345234151, 0.0)",
train,209_Costa Rica_-84.25981349_10.0140802.tiff,209_Costa Rica_-84.25981349_10.0140802,id_country_lon_lat,209,Costa Rica,-84.25981349,10.0140802,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9381759.532043004, 1122481.5897343042, 0.0)",
train,20_Algeria_7.675132567_35.26676008.tiff,20_Algeria_7.675132567_35.26676008,id_country_lon_lat,20,Algeria,7.675132567,35.26676008,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 852391.8491293107, 4202192.124797835, 0.0)",
train,211_US_-12895517.680421276_-12891517.680421276_3904554.532474173_3908554.532474173.tiff,211_US_-12895517.680421276_-12891517.680421276_3904554.532474173_3908554.532474173,id_country_minx_maxx_miny_maxy,211,US,,,-12895517.680421276,-12891517.680421276,3904554.532474173,3908554.532474173,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12895517.680421276, 3908554.532474173, 0.0)",
train,212_Croatia_16.02498355_45.76477091.tiff,212_Croatia_16.02498355_45.76477091,id_country_lon_lat,212,Croatia,16.02498355,45.76477091,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 1781893.0087565857, 5744733.39143009, 0.0)",
train,213_Cuba_-81.94783391_23.12007006.tiff,213_Cuba_-81.94783391_23.12007006,id_country_lon_lat,213,Cuba,-81.94783391,23.12007006,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9124391.142472956, 2648545.5529499073, 0.0)",
train,2153_-10583251.55690011_-10579251.55690011_3435393.8035362866_3439393.8035362866.tiff,2153_-10583251.55690011_-10579251.55690011_3435393.8035362866_3439393.8035362866,id_minx_maxx_miny_maxy,2153,,,,-10583251.55690011,-10579251.55690011,3435393.8035362866,3439393.8035362866,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -10583251.55690011, 3439393.8035362866, 0.0)",
train,216_Cuba_-80.24209175_22.79017048.tiff,216_Cuba_-80.24209175_22.79017048,id_country_lon_lat,216,Cuba,-80.24209175,22.79017048,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8934508.79379714, 2608662.9527943367, 0.0)",
train,217_Czechia_14.09599678_49.69781745.tiff,217_Czechia_14.09599678_49.69781745,id_country_lon_lat,217,Czechia,14.09599678,49.69781745,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 1567159.1837732238, 6396106.685962665, 0.0)",
train,218_Czechia_17.5479147_49.44467825.tiff,218_Czechia_17.5479147_49.44467825,id_country_lon_lat,218,Czechia,17.5479147,49.44467825,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 1951424.9288877998, 6352653.598642566, 0.0)",
train,2190_-12287961.169280568_-12283961.169280568_4902891.279313354_4906891.279313354.tiff,2190_-12287961.169280568_-12283961.169280568_4902891.279313354_4906891.279313354,id_minx_maxx_miny_maxy,2190,,,,-12287961.169280568,-12283961.169280568,4902891.279313354,4906891.279313354,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12287961.169280568, 4906891.279313354, 0.0)",
train,2192_-12361432.033193903_-12357432.033193903_4756344.1662087245_4760344.1662087245.tiff,2192_-12361432.033193903_-12357432.033193903_4756344.1662087245_4760344.1662087245,id_minx_maxx_miny_maxy,2192,,,,-12361432.033193903,-12357432.033193903,4756344.1662087245,4760344.1662087245,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12361432.033193903, 4760344.1662087245, 0.0)",
train,21_Algeria_7.637413555_36.88804207.tiff,21_Algeria_7.637413555_36.88804207,id_country_lon_lat,21,Algeria,7.637413555,36.88804207,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, 848192.9879202453, 4425512.763767786, 0.0)",
train,21_US_-9675740.559037525_-9671740.559037525_4030667.1313815545_4034667.1313815545.tiff,21_US_-9675740.559037525_-9671740.559037525_4030667.1313815545_4034667.1313815545,id_country_minx_maxx_miny_maxy,21,US,,,-9675740.559037525,-9671740.559037525,4030667.1313815545,4034667.1313815545,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -9675740.559037525, 4034667.1313815545, 0.0)",
train,2201_-12525442.7125_-12521442.7125_4437881.249679187_4441881.249679187.tiff,2201_-12525442.7125_-12521442.7125_4437881.249679187_4441881.249679187,id_minx_maxx_miny_maxy,2201,,,,-12525442.7125,-12521442.7125,4437881.249679187,4441881.249679187,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12525442.7125, 4441881.249679187, 0.0)",
train,2205_-12461465.063440705_-12457465.063440705_4818192.231722227_4822192.231722227.tiff,2205_-12461465.063440705_-12457465.063440705_4818192.231722227_4822192.231722227,id_minx_maxx_miny_maxy,2205,,,,-12461465.063440705,-12457465.063440705,4818192.231722227,4822192.231722227,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12461465.063440705, 4822192.231722227, 0.0)",
train,220_US_-13649861.964532902_-13645861.964532902_4712988.697918462_4716988.697918462.tiff,220_US_-13649861.964532902_-13645861.964532902_4712988.697918462_4716988.697918462,id_country_minx_maxx_miny_maxy,220,US,,,-13649861.964532902,-13645861.964532902,4712988.697918462,4716988.697918462,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13649861.964532902, 4716988.697918462, 0.0)",
train,2210_-12375563.48595069_-12371563.48595069_5125749.720825362_5129749.720825362.tiff,2210_-12375563.48595069_-12371563.48595069_5125749.720825362_5129749.720825362,id_minx_maxx_miny_maxy,2210,,,,-12375563.48595069,-12371563.48595069,5125749.720825362,5129749.720825362,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12375563.48595069, 5129749.720825362, 0.0)",
train,221_Cote d_Ivoire_-4.313515274_5.523522877.tiff,221_Cote d_Ivoire_-4.313515274_5.523522877,id_minx_maxx_miny_maxy,221,,,,Cote d,Ivoire,-4.313515274,5.523522877,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -482178.32383068796, 617830.381175417, 0.0)",
train,221_US_-12964745.04534616_-12960745.04534616_4010889.3797773514_4014889.3797773514.tiff,221_US_-12964745.04534616_-12960745.04534616_4010889.3797773514_4014889.3797773514,id_country_minx_maxx_miny_maxy,221,US,,,-12964745.04534616,-12960745.04534616,4010889.3797773514,4014889.3797773514,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12964745.04534616, 4014889.3797773514, 0.0)",
train,2227_-12551416.88928318_-12547416.88928318_4986932.126172405_4990932.126172405.tiff,2227_-12551416.88928318_-12547416.88928318_4986932.126172405_4990932.126172405,id_minx_maxx_miny_maxy,2227,,,,-12551416.88928318,-12547416.88928318,4986932.126172405,4990932.126172405,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -12551416.88928318, 4990932.126172405, 0.0)",
train,222_US_-13132831.910446065_-13128831.910446065_4155910.116858934_4159910.116858934.tiff,222_US_-13132831.910446065_-13128831.910446065_4155910.116858934_4159910.116858934,id_country_minx_maxx_miny_maxy,222,US,,,-13132831.910446065,-13128831.910446065,4155910.116858934,4159910.116858934,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13132831.910446065, 4159910.116858934, 0.0)",
train,2241_-8850652.738536622_-8846652.738536622_4472710.352082476_4476710.352082476.tiff,2241_-8850652.738536622_-8846652.738536622_4472710.352082476_4476710.352082476,id_minx_maxx_miny_maxy,2241,,,,-8850652.738536622,-8846652.738536622,4472710.352082476,4476710.352082476,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8850652.738536622, 4476710.352082476, 0.0)",
train,2244_-8663046.000728834_-8659046.000728834_4401622.427908248_4405622.427908248.tiff,2244_-8663046.000728834_-8659046.000728834_4401622.427908248_4405622.427908248,id_minx_maxx_miny_maxy,2244,,,,-8663046.000728834,-8659046.000728834,4401622.427908248,4405622.427908248,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -8663046.000728834, 4405622.427908248, 0.0)",
train,224_Dominican Republic_-69.65030549_18.73822602.tiff,224_Dominican Republic_-69.65030549_18.73822602,id_country_lon_lat,224,Dominican Republic,-69.65030549,18.73822602,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7755436.540742747, 2126140.3806748283, 0.0)",
train,224_US_-13078462.357955292_-13074462.357955292_3999875.27351202_4003875.27351202.tiff,224_US_-13078462.357955292_-13074462.357955292_3999875.27351202_4003875.27351202,id_country_minx_maxx_miny_maxy,224,US,,,-13078462.357955292,-13074462.357955292,3999875.27351202,4003875.27351202,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -13078462.357955292, 4003875.27351202, 0.0)",
train,225_Dominican Republic_-68.58630339_18.63728728.tiff,225_Dominican Republic_-68.58630339_18.63728728,id_country_lon_lat,225,Dominican Republic,-68.58630339,18.63728728,,,,,2000,2000,RGBA,WGS 84 / Pseudo-Mercator|WGS 84|,"(2.0, 2.0, 0.0)","(0.0, 0.0, 0.0, -7636992.368767774, 2114278.5599346017, 0.0)",
